chr1	0	500000	4267	0.4050	0.6009
chr1	500000	1000000	192011	0.5448	0.9066
chr1	1000000	1500000	312279	0.5639	0.9579
chr1	1500000	2000000	293775	0.5232	0.9406
chr1	2000000	2500000	318935	0.5747	0.9817
chr1	2500000	3000000	285782	0.5436	0.9800
chr1	3000000	3500000	328271	0.5687	0.9940
chr1	3500000	4000000	240184	0.5311	0.9854
chr1	4000000	4500000	321034	0.4840	0.9844
chr1	4500000	5000000	328207	0.4791	0.9896
chr1	5000000	5500000	326716	0.4547	0.9910
chr1	5500000	6000000	322808	0.4900	0.9878
chr1	6000000	6500000	313816	0.5315	0.9809
chr1	6500000	7000000	308918	0.4916	0.9811
chr1	7000000	7500000	317244	0.4724	0.9917
chr1	7500000	8000000	320846	0.4846	0.9891
chr1	8000000	8500000	290452	0.4680	0.9848
chr1	8500000	9000000	308392	0.4458	0.9796
chr1	9000000	9500000	298202	0.5076	0.9867
chr1	9500000	10000000	296760	0.4991	0.9738
chr1	10000000	10500000	273901	0.4660	0.9729
chr1	10500000	11000000	309279	0.5067	0.9892
chr1	11000000	11500000	297222	0.4888	0.9819
chr1	11500000	12000000	308201	0.5130	0.9854
chr1	12000000	12500000	306342	0.4780	0.9853
chr1	12500000	13000000	275187	0.4727	0.9355
chr1	13000000	13500000	43243	0.4599	0.6808
chr1	13500000	14000000	174849	0.4772	0.9335
chr1	14000000	14500000	310576	0.4438	0.9870
chr1	14500000	15000000	324268	0.4384	0.9872
chr1	15000000	15500000	315705	0.4967	0.9900
chr1	15500000	16000000	303521	0.4818	0.9822
chr1	16000000	16500000	309321	0.5086	0.9759
chr1	16500000	17000000	279042	0.4912	0.9379
chr1	17000000	17500000	270495	0.5056	0.9199
chr1	17500000	18000000	303226	0.5111	0.9849
chr1	18000000	18500000	319870	0.4944	0.9943
chr1	18500000	19000000	330406	0.4908	0.9949
chr1	19000000	19500000	318779	0.4971	0.9946
chr1	19500000	20000000	291416	0.4819	0.9829
chr1	20000000	20500000	309380	0.4675	0.9850
chr1	20500000	21000000	310622	0.4879	0.9892
chr1	21000000	21500000	306207	0.4341	0.9839
chr1	21500000	22000000	321060	0.5053	0.9633
chr1	22000000	22500000	295793	0.4928	0.9615
chr1	22500000	23000000	318435	0.4950	0.9945
chr1	23000000	23500000	316476	0.4764	0.9888
chr1	23500000	24000000	297885	0.4828	0.9788
chr1	24000000	24500000	293935	0.4787	0.9778
chr1	24500000	25000000	302879	0.4661	0.9860
chr1	25000000	25500000	305764	0.4839	0.9885
chr1	25500000	26000000	296160	0.4752	0.9142
chr1	26000000	26500000	303517	0.4915	0.9888
chr1	26500000	27000000	287813	0.4921	0.9739
chr1	27000000	27500000	285574	0.4967	0.9774
chr1	27500000	28000000	296336	0.4959	0.9774
chr1	28000000	28500000	282231	0.4598	0.9776
chr1	28500000	29000000	269923	0.4774	0.9684
chr1	29000000	29500000	282674	0.4672	0.9770
chr1	29500000	30000000	252707	0.4906	0.9883
chr1	30000000	30500000	307438	0.4764	0.9915
chr1	30500000	31000000	327920	0.4853	0.9889
chr1	31000000	31500000	319995	0.4820	0.9895
chr1	31500000	32000000	285323	0.4712	0.9830
chr1	32000000	32500000	309157	0.4921	0.9866
chr1	32500000	33000000	283987	0.4863	0.9755
chr1	33000000	33500000	289255	0.4759	0.9774
chr1	33500000	34000000	328110	0.4672	0.9865
chr1	34000000	34500000	322221	0.4584	0.9941
chr1	34500000	35000000	318398	0.4460	0.9925
chr1	35000000	35500000	322459	0.4584	0.9871
chr1	35500000	36000000	300454	0.4364	0.9766
chr1	36000000	36500000	298260	0.4527	0.9857
chr1	36500000	37000000	295243	0.4889	0.9797
chr1	37000000	37500000	336678	0.4921	0.9948
chr1	37500000	38000000	318944	0.4741	0.9898
chr1	38000000	38500000	294674	0.4801	0.9809
chr1	38500000	39000000	321978	0.4610	0.9922
chr1	39000000	39500000	302222	0.4599	0.9788
chr1	39500000	40000000	306328	0.4510	0.9743
chr1	40000000	40500000	305974	0.4800	0.9702
chr1	40500000	41000000	311997	0.4426	0.9804
chr1	41000000	41500000	309658	0.4748	0.9836
chr1	41500000	42000000	313254	0.4567	0.9855
chr1	42000000	42500000	316014	0.4628	0.9902
chr1	42500000	43000000	312577	0.4250	0.9873
chr1	43000000	43500000	316309	0.4518	0.9850
chr1	43500000	44000000	310292	0.4723	0.9808
chr1	44000000	44500000	320934	0.4920	0.9886
chr1	44500000	45000000	307833	0.4546	0.9901
chr1	45000000	45500000	291233	0.4831	0.9789
chr1	45500000	46000000	295946	0.4452	0.9770
chr1	46000000	46500000	290347	0.4446	0.9803
chr1	46500000	47000000	305518	0.4830	0.9764
chr1	47000000	47500000	299991	0.4447	0.9426
chr1	47500000	48000000	308450	0.4580	0.9610
chr1	48000000	48500000	329987	0.4803	0.9918
chr1	48500000	49000000	323183	0.4133	0.9745
chr1	49000000	49500000	338956	0.4282	0.9944
chr1	49500000	50000000	319094	0.3885	0.9830
chr1	50000000	50500000	324453	0.3836	0.9700
chr1	50500000	51000000	333359	0.4269	0.9896
chr1	51000000	51500000	322903	0.4058	0.9802
chr1	51500000	52000000	306038	0.4296	0.9864
chr1	52000000	52500000	312023	0.4323	0.9883
chr1	52500000	53000000	298723	0.4347	0.9812
chr1	53000000	53500000	295600	0.4523	0.9788
chr1	53500000	54000000	324820	0.4864	0.9916
chr1	54000000	54500000	309710	0.4605	0.9881
chr1	54500000	55000000	313852	0.4920	0.9837
chr1	55000000	55500000	322802	0.4843	0.9828
chr1	55500000	56000000	331069	0.4259	0.9879
chr1	56000000	56500000	330973	0.4118	0.9901
chr1	56500000	57000000	330360	0.4193	0.9903
chr1	57000000	57500000	339703	0.4138	0.9887
chr1	57500000	58000000	334019	0.4166	0.9876
chr1	58000000	58500000	328713	0.4155	0.9907
chr1	58500000	59000000	322683	0.4249	0.9839
chr1	59000000	59500000	331713	0.4306	0.9883
chr1	59500000	60000000	330680	0.4144	0.9859
chr1	60000000	60500000	321766	0.4049	0.9846
chr1	60500000	61000000	325819	0.3885	0.9862
chr1	61000000	61500000	325532	0.4100	0.9863
chr1	61500000	62000000	334294	0.4092	0.9929
chr1	62000000	62500000	320097	0.4238	0.9806
chr1	62500000	63000000	302417	0.4502	0.9815
chr1	63000000	63500000	316512	0.4046	0.9840
chr1	63500000	64000000	321841	0.4141	0.9877
chr1	64000000	64500000	333327	0.4257	0.9948
chr1	64500000	65000000	324228	0.4163	0.9860
chr1	65000000	65500000	325559	0.4236	0.9874
chr1	65500000	66000000	318128	0.4237	0.9857
chr1	66000000	66500000	321526	0.3843	0.9785
chr1	66500000	67000000	333689	0.3922	0.9856
chr1	67000000	67500000	329455	0.3901	0.9864
chr1	67500000	68000000	316427	0.4250	0.9807
chr1	68000000	68500000	318359	0.4201	0.9911
chr1	68500000	69000000	331680	0.4112	0.9867
chr1	69000000	69500000	330077	0.3851	0.9885
chr1	69500000	70000000	335515	0.3822	0.9795
chr1	70000000	70500000	318349	0.3668	0.9880
chr1	70500000	71000000	330313	0.4034	0.9878
chr1	71000000	71500000	339854	0.3901	0.9889
chr1	71500000	72000000	317610	0.3806	0.9873
chr1	72000000	72500000	337764	0.3685	0.9912
chr1	72500000	73000000	329488	0.3599	0.9925
chr1	73000000	73500000	329427	0.3598	0.9905
chr1	73500000	74000000	334019	0.3658	0.9845
chr1	74000000	74500000	348136	0.3675	0.9935
chr1	74500000	75000000	333876	0.3707	0.9820
chr1	75000000	75500000	325673	0.3835	0.9832
chr1	75500000	76000000	330254	0.3851	0.9846
chr1	76000000	76500000	320763	0.3950	0.9756
chr1	76500000	77000000	332119	0.4036	0.9908
chr1	77000000	77500000	318444	0.3984	0.9807
chr1	77500000	78000000	328267	0.3948	0.9875
chr1	78000000	78500000	306264	0.4104	0.9877
chr1	78500000	79000000	335822	0.3992	0.9770
chr1	79000000	79500000	333570	0.3760	0.9888
chr1	79500000	80000000	342427	0.3722	0.9838
chr1	80000000	80500000	332541	0.3717	0.9786
chr1	80500000	81000000	321545	0.3667	0.9842
chr1	81000000	81500000	337458	0.3655	0.9917
chr1	81500000	82000000	329277	0.3834	0.9858
chr1	82000000	82500000	318829	0.3884	0.9918
chr1	82500000	83000000	328214	0.3807	0.9909
chr1	83000000	83500000	335175	0.3733	0.9907
chr1	83500000	84000000	326674	0.3757	0.7644
chr1	84000000	84500000	332605	0.3956	0.9920
chr1	84500000	85000000	323968	0.3897	0.9923
chr1	85000000	85500000	327544	0.4161	0.9924
chr1	85500000	86000000	332722	0.4099	0.9867
chr1	86000000	86500000	312731	0.3934	0.9838
chr1	86500000	87000000	318965	0.3895	0.9752
chr1	87000000	87500000	308949	0.4047	0.9764
chr1	87500000	88000000	334810	0.4126	0.9847
chr1	88000000	88500000	326661	0.3930	0.9910
chr1	88500000	89000000	332461	0.3819	0.9910
chr1	89000000	89500000	325213	0.4013	0.9805
chr1	89500000	90000000	322681	0.3970	0.9662
chr1	90000000	90500000	327933	0.4166	0.9883
chr1	90500000	91000000	330673	0.3931	0.9844
chr1	91000000	91500000	329212	0.4052	0.9869
chr1	91500000	92000000	312115	0.4150	0.9707
chr1	92000000	92500000	311846	0.4358	0.9870
chr1	92500000	93000000	323344	0.4147	0.9790
