chr1	0	200000	408	0.2500	0.5197
chr1	200000	400000	0	0.0000	0.0000
chr1	400000	600000	0	0.0000	0.0000
chr1	600000	800000	5708	0.4368	0.5246
chr1	800000	1000000	111660	0.5505	0.7660
chr1	1000000	1200000	140715	0.5781	0.8656
chr1	1200000	1400000	140254	0.5939	0.8827
chr1	1400000	1600000	125084	0.5509	0.7678
chr1	1600000	1800000	108939	0.5412	0.7796
chr1	1800000	2000000	142727	0.5109	0.8053
chr1	2000000	2200000	141771	0.5542	0.8778
chr1	2200000	2400000	147475	0.5598	0.8906
chr1	2400000	2600000	144134	0.6082	0.9308
chr1	2600000	2800000	66779	0.5108	0.8958
chr1	2800000	3000000	150390	0.5532	0.9598
chr1	3000000	3200000	160350	0.5565	0.9636
chr1	3200000	3400000	151049	0.5550	0.9648
chr1	3400000	3600000	145569	0.5893	0.9603
chr1	3600000	3800000	144885	0.5577	0.9102
chr1	3800000	4000000	151188	0.4967	0.8619
chr1	4000000	4200000	139781	0.4972	0.9022
chr1	4200000	4400000	151523	0.4696	0.9027
chr1	4400000	4600000	153621	0.4743	0.9081
chr1	4600000	4800000	155832	0.5134	0.9506
chr1	4800000	5000000	142532	0.4491	0.9283
chr1	5000000	5200000	151185	0.4272	0.9150
chr1	5200000	5400000	152313	0.4656	0.9317
chr1	5400000	5600000	150444	0.4765	0.9259
chr1	5600000	5800000	155537	0.4885	0.9023
chr1	5800000	6000000	158221	0.5061	0.9363
chr1	6000000	6200000	149811	0.5462	0.8872
chr1	6200000	6400000	150702	0.5356	0.8611
chr1	6400000	6600000	146263	0.5502	0.8216
chr1	6600000	6800000	144105	0.4776	0.8096
chr1	6800000	7000000	146545	0.4516	0.9041
chr1	7000000	7200000	152975	0.4729	0.9009
chr1	7200000	7400000	153762	0.4595	0.9230
chr1	7400000	7600000	143924	0.5280	0.9447
chr1	7600000	7800000	148974	0.4895	0.8896
chr1	7800000	8000000	144809	0.4446	0.8113
chr1	8000000	8200000	141000	0.4503	0.8114
chr1	8200000	8400000	150285	0.4838	0.8269
chr1	8400000	8600000	154959	0.4223	0.8787
chr1	8600000	8800000	149314	0.4217	0.8331
chr1	8800000	9000000	135787	0.4777	0.7873
chr1	9000000	9200000	144079	0.5032	0.8276
chr1	9200000	9400000	148767	0.5217	0.8718
chr1	9400000	9600000	140895	0.4935	0.7741
