chr1	0	40000	0	0.0000	0.0000
chr1	40000	80000	1561	0.2800	0.5600
chr1	80000	120000	0	0.0000	0.0000
chr1	120000	160000	0	0.0000	0.0000
chr1	160000	200000	0	0.0000	0.0000
chr1	200000	240000	0	0.0000	0.0000
chr1	240000	280000	0	0.0000	0.0000
chr1	280000	320000	0	0.0000	0.0000
chr1	320000	360000	0	0.0000	0.0000
chr1	360000	400000	0	0.0000	0.0000
chr1	400000	440000	0	0.0000	0.0000
chr1	440000	480000	0	0.0000	0.0000
chr1	480000	520000	0	0.0000	0.0000
chr1	520000	560000	0	0.0000	0.0000
chr1	560000	600000	2168	0.4428	0.5224
chr1	600000	640000	0	0.0000	0.0000
chr1	640000	680000	0	0.0000	0.0000
chr1	680000	720000	1203	0.4788	0.5276
chr1	720000	760000	9788	0.4801	0.6749
chr1	760000	800000	33700	0.4688	0.5913
chr1	800000	840000	21536	0.4895	0.7127
chr1	840000	880000	36058	0.6365	0.9740
chr1	880000	920000	34999	0.6192	0.9558
chr1	920000	960000	30509	0.5572	0.8420
chr1	960000	1000000	37068	0.6434	0.9487
chr1	1000000	1040000	31714	0.5702	0.8914
chr1	1040000	1080000	33925	0.5718	0.8989
chr1	1080000	1120000	36451	0.6149	0.9236
chr1	1120000	1160000	34154	0.5631	0.8882
chr1	1160000	1200000	35016	0.5963	0.9295
chr1	1200000	1240000	32407	0.5899	0.8869
chr1	1240000	1280000	38161	0.6325	0.9688
chr1	1280000	1320000	32655	0.5856	0.8728
chr1	1320000	1360000	30968	0.5337	0.8585
chr1	1360000	1400000	32785	0.5753	0.8216
chr1	1400000	1440000	31118	0.5471	0.7068
chr1	1440000	1480000	33919	0.5944	0.7650
chr1	1480000	1520000	30753	0.5158	0.8437
chr1	1520000	1560000	31061	0.5618	0.8633
chr1	1560000	1600000	26771	0.5515	0.7240
chr1	1600000	1640000	25010	0.5463	0.7139
chr1	1640000	1680000	23837	0.4968	0.6378
chr1	1680000	1720000	31781	0.5244	0.8768
chr1	1720000	1760000	32098	0.4707	0.8479
chr1	1760000	1800000	32913	0.4704	0.8239
chr1	1800000	1840000	31782	0.5154	0.8473
chr1	1840000	1880000	35038	0.5886	0.8926
chr1	1880000	1920000	33931	0.5557	0.9161
chr1	1920000	1960000	33401	0.5183	0.8394
chr1	1960000	2000000	36187	0.5667	0.9132
chr1	2000000	2040000	35353	0.5699	0.9321
chr1	2040000	2080000	33996	0.5500	0.9045
chr1	2080000	2120000	36817	0.5622	0.9398
chr1	2120000	2160000	34873	0.5804	0.8826
chr1	2160000	2200000	35340	0.5358	0.8838
chr1	2200000	2240000	33189	0.5864	0.9321
chr1	2240000	2280000	37654	0.6284	0.9747
chr1	2280000	2320000	33184	0.5493	0.9301
chr1	2320000	2360000	36184	0.5542	0.9387
chr1	2360000	2400000	35994	0.6344	0.9737
chr1	2400000	2440000	37725	0.6498	0.9796
chr1	2440000	2480000	36161	0.6075	0.9766
chr1	2480000	2520000	36022	0.5787	0.8623
chr1	2520000	2560000	34303	0.5254	0.9340
chr1	2560000	2600000	22622	0.5784	0.9573
chr1	2600000	2640000	5741	0.6167	0.6365
chr1	2640000	2680000	0	0.0000	0.0000
chr1	2680000	2720000	23738	0.5177	0.9484
chr1	2720000	2760000	35125	0.5521	0.9641
chr1	2760000	2800000	35613	0.5809	0.9664
chr1	2800000	2840000	35830	0.5919	0.9843
chr1	2840000	2880000	36520	0.5287	0.9713
chr1	2880000	2920000	34507	0.5412	0.9669
chr1	2920000	2960000	36043	0.5523	0.9723
chr1	2960000	3000000	33563	0.5488	0.9776
chr1	3000000	3040000	36300	0.5910	0.9804
chr1	3040000	3080000	34845	0.5632	0.9816
chr1	3080000	3120000	34495	0.5824	0.9625
chr1	3120000	3160000	36607	0.5630	0.9814
chr1	3160000	3200000	36066	0.5599	0.9849
chr1	3200000	3240000	35986	0.5574	0.9704
chr1	3240000	3280000	35603	0.5652	0.9690
chr1	3280000	3320000	34802	0.5535	0.9872
chr1	3320000	3360000	36193	0.5763	0.9843
chr1	3360000	3400000	35293	0.5894	0.9724
chr1	3400000	3440000	37168	0.5969	0.9653
chr1	3440000	3480000	37026	0.6115	0.9847
chr1	3480000	3520000	34852	0.6067	0.9657
chr1	3520000	3560000	35334	0.5623	0.9581
chr1	3560000	3600000	34229	0.5445	0.9471
chr1	3600000	3640000	35711	0.6127	0.9827
chr1	3640000	3680000	35376	0.5432	0.8959
chr1	3680000	3720000	35061	0.5373	0.8857
chr1	3720000	3760000	33930	0.4883	0.8917
chr1	3760000	3800000	33734	0.4945	0.8759
chr1	3800000	3840000	36560	0.5190	0.9243
chr1	3840000	3880000	5259	0.5039	0.9841
chr1	3880000	3920000	0	0.0000	0.0000
chr1	3920000	3960000	0	0.0000	0.0000
chr1	3960000	4000000	4443	0.4784	0.8810
chr1	4000000	4040000	35095	0.5134	0.9540
chr1	4040000	4080000	33986	0.5080	0.9155
chr1	4080000	4120000	32692	0.4944	0.8963
chr1	4120000	4160000	33941	0.5045	0.9471
chr1	4160000	4200000	32261	0.5130	0.9573
chr1	4200000	4240000	32489	0.5151	0.9171
chr1	4240000	4280000	28823	0.4467	0.9015
chr1	4280000	4320000	33372	0.4368	0.9006
chr1	4320000	4360000	36659	0.4440	0.9520
chr1	4360000	4400000	36283	0.5034	0.9411
chr1	4400000	4440000	33698	0.5030	0.9739
chr1	4440000	4480000	33890	0.4671	0.9635
chr1	4480000	4520000	36346	0.4815	0.9359
chr1	4520000	4560000	34018	0.4928	0.9409
chr1	4560000	4600000	35329	0.4773	0.9638
chr1	4600000	4640000	34422	0.4521	0.9320
chr1	4640000	4680000	32460	0.4992	0.9550
chr1	4680000	4720000	35796	0.5180	0.9614
